node	pagerank
582	0.002202873825712575
364	0.0014133132340805894
168	0.007323749619509346
472	0.0038687545737711155
912	0.005565766179105044
2	0.0018236114819082515
790	0.0027574737512080344
322	0.0015763195645161433
42	0.0006707348182218903
402	0.0006534658150205714
870	0.001454686107168509
337	0.0009216378909291617
663	0.001169862430170331
362	0.001006665458451118
410	0.0012064487363071393
565	0.0013719648218151197
550	0.0007744433167332191
987	0.0032218546916396172
433	0.0026012508925982326
343	0.0015825303527264667
581	0.0024600816992241125
135	0.004878237539335735
942	0.000648000732646681
978	0.0017893197573804257
988	0.0012648271850256366
421	0.002203092118053459
795	0.0019838554154087626
547	0.002361328760952787
851	0.003621056012402552
469	0.0021437068590400474
188	0.0024869451575787733
614	0.0014375546880551846
301	0.0016057263004857554
954	0.0016338959027109277
817	0.0015822284660554934
167	0.002025608391508011
141	0.0013842480232659129
552	0.0011193014258439706
424	0.002128407182181019
35	0.002050191046337115
207	0.0029433136028995223
569	0.0023887948185864925
749	0.0005604954877832316
174	0.0003819524727060484
534	0.0029895592237673516
844	0.0019106489570028763
684	0.0027704016031327903
31	0.0019284504896206179
165	0.0033650759830529194
429	0.002744941390609139
401	0.00310519560782935
862	0.0029964541091083673
418	0.002633235386520687
969	0.0007361103783788243
294	0.0017919082392883515
885	0.0016662123942163124
256	0.001680168500847301
648	0.0020749626049260954
416	0.003984540625720905
313	0.0021702162522877523
921	0.001929515043654486
1001	0.003299933861591915
159	0.002744506895411859
356	0.0063676777000019925
700	0.0012719056615098099
184	0.0009200921427707984
947	0.0027679784796800586
774	0.002176034242166926
703	0.0007503546450471462
771	0.0013671423689515538
713	0.0018504182815367758
291	0.001942920799682322
34	0.0003661392842001425
955	0.00243040498849212
540	0.0037085215761731684
67	0.0013097742323967725
344	0.0018188355260654735
544	0.0010064343343759187
8	0.0004017688309428161
143	0.0005854346302802887
443	0.002092881766433157
742	0.004094700002063524
772	0.0027478661365566153
609	0.0018141487597489103
454	0.003859180900439901
482	0.0025933702166112964
951	0.00230098466831703
415	0.0024357376353486998
674	0.0011230280748554444
112	0.0017650895605133847
695	0.0008329768358204029
187	0.000995926394028094
936	0.0009522855761160053
293	0.001367628897793346
599	0.0023648144169805606
605	0.0029171587637308594
267	0.0026039223121273303
933	0.001403535842825699
171	0.0013265028874493193
590	0.0011972818721439423
577	0.0014617687599023659
686	0.001094800457457933
966	0.0005454589980877392
541	0.002459264823637708
199	0.002150212606121074
75	0.0016703558874208127
692	0.004323231402207361
214	0.0037605998435619532
568	0.0012708130167501633
495	0.00027393749324866373
198	0.0005419950187344155
488	0.0005057832025537801
379	0.000595312444743586
428	0.002894757392425224
915	0.005054982350275555
629	0.004806811813218954
24	0.0029870278900954407
58	0.0006896382342345219
909	0.0006432822989900127
373	0.0009229338574606892
872	0.0020084319780420056
120	0.0035009382088722124
643	0.001098722206540023
685	0.002140958790337392
277	0.0012843074765926164
715	0.0009243929036895789
111	0.0004719231901827665
292	0.0003573504377299652
502	0.004754735104439648
718	0.0049412842752392635
201	0.0014300571210521735
435	0.001588412706403273
500	0.001766412709483355
32	0.0018912127819940962
680	0.0014118881038263052
561	0.0032333595756325324
631	0.002190331341055055
765	0.0030176965137588777
133	0.00072603535166619
48	0.0016402231793567054
956	0.0018446102907565271
638	0.001329274467955509
53	0.0012452414819168194
572	0.0010629108374530408
253	0.0004923548082978953
191	0.0013104544437339233
105	0.0007655087804625759
220	0.0013091836740218696
440	0.0004184128219045977
537	0.00146005940649268
657	0.0014604941662268434
274	0.0009319287143576119
278	0.001779725453858778
940	0.0009617190512429722
833	0.0007741551293377912
185	0.0005923523760927626
192	0.0010824331728723953
532	0.0018744550294853867
62	0.0017120895158736849
646	0.001760076220395531
90	0.003130356566490105
223	0.001376055111308534
134	0.0024022815384292075
997	0.0009208304962957726
704	0.001020113582187635
280	0.003198171625227784
890	0.0013657674373548062
249	0.002856362335740263
716	0.0016221133999008886
530	0.0047488063404465385
891	0.0033833252006807138
953	0.0017010470210807394
724	0.001655730773020804
720	0.002729029817225497
743	0.0018533359900255422
859	0.00025382965669952257
275	0.000864070152632237
849	0.0028795634525182008
175	0.0022622237873501463
381	0.00205320484765749
107	0.003608879890638851
14	0.0026159229049738403
828	0.0009936965492948688
61	0.002830572380508079
308	0.00037941666373948356
566	0.0004333956924414174
233	0.0010797594596065713
830	0.0004242274265441736
769	0.0010639275035282212
660	0.0003889913908292764
335	0.0019740222697959384
575	0.0009281692378581958
439	0.0010402817727298169
77	0.0013670990233310167
260	0.0014655291090382588
470	0.002463286377108824
538	0.0023426205621839857
991	0.002198064937198226
333	0.0025309931316963015
710	0.0027483606165545943
693	0.0024142142715245685
295	0.001688633907147346
6	0.0026763645495959418
409	0.0022820693059303915
976	0.0020709981900680695
0	0.0026485853690642216
228	0.0024670111069056426
854	0.0021747538000610692
542	0.0033418293569119745
586	0.006658084581459337
65	0.0011720471338463596
762	0.0005343145887816913
106	0.0007795967889243102
5	0.0016633772956259464
231	0.0034711002813081213
321	0.0011329187448007158
268	0.0018548483719609998
789	0.0022617405975221593
796	0.00042552117907182594
511	0.0005351399511030438
994	0.002966795917870665
245	0.0029592647708184083
338	0.002250939561782134
361	0.0020177885611180747
95	0.0020631572577749814
56	0.0023592043802548547
836	0.00029292885756583
68	0.0021631798232614047
858	0.00026288496983188457
72	0.00048035243300650215
1004	0.002814090053642819
977	0.003366466694228309
927	0.0020187071509405047
823	0.0014985896434754039
722	0.0012609420476072768
535	0.001789295510486937
551	0.001236909317243266
369	0.0018094850650216697
770	0.000793539756567222
113	0.0011973934568093917
513	0.0014047279865270434
485	0.0017886159900187058
250	0.0017436624575099219
444	0.0013476600949626643
136	0.002030670932667198
309	0.0005633816933324535
1	0.00032184230610351127
311	0.002445806204619706
334	0.002881097946839222
173	0.0017148975538616887
493	0.002505492613384909
948	0.0021822319865318967
963	0.0011347827359347645
290	0.0008861506462529834
671	0.0005662141523468395
687	0.002438512066880097
393	0.0007585179419492891
712	0.0012678223866184595
855	0.0011623348372100126
697	0.0008767458181634038
656	0.0013304800077043426
103	0.001483895481582258
950	0.0017422275887224036
514	0.0015627356810417768
303	0.00034037455786499525
624	0.0005194720402928409
499	0.0017680906984003234
904	0.0007407241771177229
332	0.0016243433998205784
318	0.000936880674951308
918	0.0009663773669172539
679	0.0005615664082631365
101	0.0011713726417557028
597	0.0003094040763529523
980	0.0018492663610289084
787	0.00019912526975224054
189	0.0024040819097315715
193	0.0015712241770517465
923	0.0033981451317860118
236	0.0017277935013863392
166	0.002300169376045633
602	0.0016871281324943859
137	0.0004589249133747495
592	0.0024194481315491295
652	0.0006654336056553557
595	0.0024648488580076263
365	0.0005945111146878242
114	0.000807274325660986
84	0.0004095768271842777
732	0.0005183473629175665
738	0.0029278539685073635
783	0.0027087358242928045
925	0.0016955128349695236
523	0.0003001368535276034
374	0.0006296165355181782
868	0.0014445115069250305
935	0.002839188677532278
383	0.0013990423135284316
392	0.0007638024407621381
517	0.0028303298059217975
803	0.0006521328976067427
126	0.0017249204051457225
4	0.0015929795424087974
432	0.0017994080652558799
197	0.0009491645203155073
840	0.0024801092276515255
809	0.0020996473474678965
873	0.0025199773408070302
251	0.0023263866962668057
28	0.0020551164878602935
531	0.002337982939501746
588	0.000377507036949925
764	0.002758786585550703
641	0.002095415805086857
857	0.0022643858430272655
124	0.000298188370410008
702	0.0018605894789491333
644	0.002258175136645732
758	0.0009020612361742953
347	0.0014878947354034849
505	0.0006544103206771041
82	0.0013313111869172347
371	0.0017255062471147875
628	0.0016550113327450594
596	0.0005077814969950244
450	0.003302625557535883
773	0.0008116168975487523
427	0.00035972518656910996
622	0.0018005090752218288
316	0.0029586525258299763
41	0.0011235137194159567
723	0.001159805423253582
360	0.002348590476969834
526	0.00243216071262714
160	0.002612101286612386
658	0.0019222463712867022
731	0.002820775876435016
698	0.001727197788632411
29	0.0015734341803417377
208	0.001352503976550164
810	0.0013750129089864793
464	0.0012026899046767975
737	0.0011608409752252987
553	0.0013133549321544464
118	0.001313307088635131
468	0.0008724320714074476
985	0.0010175099799797425
664	0.001155982676489468
688	0.00125934854146914
670	0.0019140086774752385
808	0.0011243249760196307
926	0.0015489571303621608
748	0.0008068920306107702
776	0.0012770462762789858
900	0.001709754981428824
272	0.001322162277025559
510	0.0013954288327702993
788	0.0008277945903898838
740	0.0008763097005924205
647	0.0020580333518887247
306	0.002195553620079233
388	0.0015739799164456467
462	0.0005818210118707632
449	0.0002179456326150659
591	0.002600709647964789
200	0.0023477541791421396
633	0.00146943331309893
920	0.0023001298103061097
996	0.0032416609216789067
459	0.00030925480170903864
847	0.00028769526088488393
157	0.0023655240945898177
707	0.0022998872138320944
880	0.0006654364001480157
64	0.0004927886450531966
662	0.0018915295367737815
881	0.0018475686302148128
506	0.0035415030372134273
576	0.0013752167056040184
516	0.001806918775725878
650	0.0018768110568803818
327	0.0016688276833709216
747	0.00045792159311680764
508	0.000489366210423324
945	0.0008944181902164509
682	0.0015430677682169273
131	0.000613096778111116
654	0.0015112126442469352
270	0.0012430972222159927
837	0.0018567365245554836
719	0.001594368419240115
745	0.0013546145084437477
979	0.0012492365637582976
850	0.0020078683255859014
924	0.0021942080192191116
13	0.0016525875491548627
437	0.000977962504051608
761	0.0016411513493675995
653	0.0004399032485058322
19	0.0003431404434696536
170	0.0011537247290679589
843	0.0012760847658527755
380	0.0002570476247214375
777	0.0006889825371877323
147	0.002345556750044942
746	0.003731052279920458
125	0.001844440496211023
