node	eigenvec
2726956381513258	0.029893863099444796
2573485501354547	0.0007262610684324329
2534615147427891	0.012115878909269115
2573485501354543	0.013203392917214873
2573485501354550	0.00942647427096877
2573485501354580	0.017857177604746474
2534615147427926	0.009342395266002087
2726956381513259	0.01434829656025262
2726956381513261	0.007662432251216248
2573485501354555	0.02041518506069976
2726956381513274	0.0002068515972613596
2726956381513272	0.0314558444705059
2726956381513277	0.032901421414242724
2726956381513267	0.0014885022104396235
2726956381513294	0.019672701603289166
2726956381513275	0.0031747121312258367
2726956381513285	0.019225055762432938
2726956381513292	0.022510246179503306
2726956381513316	0.005478378146138615
2726956381513296	0.0084862440442445
2726956381513297	0.015392334930597362
2726956381513301	0.0028893937579043127
2726956381513326	0.010050802288003131
2726956381513268	0.025195516481997877
2726956381513315	0.003436240296220886
2726956381513298	0.003719090244487779
2726956381513289	0.03412788148059369
2726956381513355	0.00564473547974593
2726956381513302	0.018882992947381407
2573485501354546	0.0004914386250868552
2726956381513454	0.0004860914619709955
2726956381513504	0.00796974713434141
2726956381513505	0.01744159454849307
2726956381513497	0.028117452992707653
2726956381513408	0.02567898640680927
2726956381513352	0.009164477466329592
2726956381513511	0.005512282609186973
2726956381513270	0.04059441853225971
2727626560029236	0.027605348384146966
2727626560029234	0.022562973932978393
2726956381513362	0.0001595527313953102
2726956381513377	0.014988913965726366
2726956381513476	0.04007794111210805
2726956381513418	0.017286799117214216
2727626560029241	0.001591104048263899
2726956381513299	0.0158663349828249
2727626560029238	8.117784835282397e-05
2726956381513512	0.007586161360237389
2573485501354552	0.006530226497926137
2573485501354544	0.00039938415170874113
2727626560029235	0.013390291590660866
2726956381513280	0.019563695254230334
2573485501354634	0.0009098393604516197
2726956381513283	0.015803737389986673
2727626560029240	0.0004001423681152822
2727626560029245	0.018529728635916575
2726956381513265	0.011091491217556647
2727626560029242	0.0024882311373166117
2726956381513262	0.0019277909045527658
2726956381513336	0.0337443563254628
2727626560029250	0.010514300317588177
2727626560029248	0.0036004350215251444
2727626560029239	0.0001519131693659174
2726956381513501	0.0001519131693659174
2727626560029246	0.030788149276229332
2732987988157060	0.005730804004912597
2731647631125115	0.0005997277028529523
2726956381513314	0.03818135983842958
2732317809641134	0.002529210683575232
2726956381513443	0.026268095340761324
2729637095577268	0.011946509824577473
2728966917061253	0.0049796490211488995
2730977452609273	0.061899545573227466
2731647631125195	0.001412111885965552
2730307274093244	0.0231677516816173
2730977452609181	0.008847523462821569
2728966917061208	0.0022912109728457897
2732987988157057	0.013868339664308813
2731647631125177	0.0041086894834441445
2730977452609251	0.021879923261434717
2731647631125344	0.012627602973946163
2727626560029311	0.016079725504070427
2728296738545352	0.04568250911267313
2727626560029283	0.024706592635756763
2732317809641210	0.009033524110571858
2730307274093147	0.019251871632989918
2730307274093361	0.01854194834424759
2573485501354597	0.0004547474989969165
2732987988157062	0.015286450713798036
2731647631125317	0.005877452781715996
2731647631125341	0.00266025505008441
2573485501354574	0.01293816917035481
2728296738545266	0.0348466572197182
2728966917061331	0.004649777520865541
2728296738545466	0.044330854854148526
2732317809641175	0.004163451170054747
2534615147427893	0.01570154271567318
2732987988157058	0.01564418786132579
2732987988157061	0.012858536003967922
2726956381513356	0.03499653446220129
2730307274093222	0.00040858451681471546
2730307274093381	0.04561631213177986
2726956381513424	0.01174002506531405
2732987988157051	0.028715072857996002
2731647631125330	0.05357826065201476
2732317809641170	0.01547355296046168
2730977452609257	0.005358550920043264
2731647631125329	0.01314364086077592
2730307274093236	0.04007944589839331
2728966917061202	0.008058612483225607
2727626560029340	0.006720981194758556
2728296738545345	0.008489171678341597
2728966917061209	0.006788010794601514
2573485501354636	0.00018196199589316122
2728296738545381	0.009191043132150996
2731647631125279	0.00941547010542819
2732987988157052	0.020584912215099234
2727626560029401	0.034426663829825066
2728966917061304	0.019672227669204446
2732987988157064	0.0062160509957940886
2727626560029286	0.0006255814824039488
2731647631125324	0.01239713602781526
2730977452609208	0.0026137502568389804
2727626560029373	0.026763143364093914
2731647631125182	0.028267770465137614
2726956381513313	0.006564276704171324
2727626560029259	0.016667258696535618
2728966917061426	0.03911455373597057
2731647631125314	0.0072258911151374125
2730977452609253	0.01311954182397574
2732317809641217	0.003286221770150654
2727626560029354	0.019042277271950653
2730307274093297	0.014223568553529926
2730977452609219	0.021958026623385914
2730977452609135	0.0009847838605916922
2728296738545324	0.01649995899452982
2731647631125343	0.011223665223997347
2732317809641073	0.0018548937747283932
2732987988157056	0.054784864278032475
2728296738545394	0.01586316055133218
2732987988157065	0.0006620230633638503
2730307274093395	0.0219786409877146
2728296738545217	0.014099716964745171
2728296738545226	0.0010801603493522415
2728966917061271	0.008124804758984928
2731647631125260	0.0002910489355132546
2729637095577366	0.01664753789425139
2727626560029327	0.006837382792202641
2727626560029381	0.0011442434893375517
2728966917061200	0.0027532730337457207
2730307274093261	0.03783375380455568
2726956381513263	0.0016941981227644994
2727626560029260	0.008823617128642127
2732987988157066	0.0030792888626460903
2731647631125288	0.027326934916040352
2727626560029355	0.003812778855613833
2727626560029385	0.006845345887433554
2731647631125312	0.020195318782099105
2731647631125266	0.010764180950411059
2728296738545344	0.010661948849204924
2731647631125202	0.005499414621184697
2731647631125323	0.005068978098261963
2731647631125320	0.006796184170157044
2732987988157068	0.003553728854961931
2726956381513364	0.019266648332129994
2730977452609125	0.0042086554664196914
2732317809641235	0.0005817871483971305
2731647631125168	0.04895511378467433
