node	eigenvec
0	0.010822923943619705
694	0.02456606771539778
786	0.01152259804883149
1875	0.006829327822954995
5795	0.012200043986920166
5860	0.006994373807658517
5983	0.002943057661839824
2013	0.01980044356002538
4477	0.018120839899650392
977	0.018292295211521842
1047	0.019330592515588545
3269	0.013910450242109386
4135	0.0103460715927368
5008	0.01637566785318535
1757	0.016712297024694834
2324	0.010782184462178275
2705	0.01858776123263137
4385	0.020227554075101056
4793	0.010913594822096223
5776	0.009766717442796672
1	0.005970848018946839
5558	0.020917991286088695
5568	0.01380854024468559
3635	0.02476276238132133
3855	0.016566595219211246
4510	0.008828126472011002
5366	0.01297280010031986
5471	0.020729541793160576
994	0.004112166082375178
2354	0.0078631177511506
3800	0.0066250864861666986
2	0.011672040882654345
2001	0.014143019846508646
3816	0.013581604600368223
5682	0.004683453377404299
2069	0.012661008546255669
3791	0.010683222437137733
358	0.020499691055635375
907	0.024488947528928055
1064	0.017564193164670824
1308	0.015017709683564407
4712	0.035607812275779555
5361	0.020986854257269857
5634	0.0272809176404394
5773	0.020893387981967316
1098	0.018527217176603033
2335	0.007239341268578867
3875	0.01725920720072887
5232	0.008167405125371554
3	0.0010025461208849765
4761	0.007295805982422529
5998	0.01754894963888661
4	0.0021247824699400014
159	0.005316622658715257
715	0.01766715810961835
5306	0.011452848178892663
5624	0.01822105678551599
5	0.009621988239801732
1268	0.01833193764950491
3173	0.009980729460175471
5496	0.02431676711695807
101	0.0146467813551312
666	0.012594219684865455
736	0.02726326576950253
2025	0.009395471716335552
2364	0.015728821294782775
787	0.009370068470714284
4781	0.008090032703258716
686	0.01771529050237798
3911	0.011214171553564547
38	0.006719957185721151
284	0.002693328052332993
997	0.007404002406886338
1519	0.013345973978756415
2043	0.012463451780284657
2821	0.012306892654530725
2886	0.004882974635926622
6	0.01573894732769942
823	0.013379611857202012
1172	0.004938105828381751
3773	0.01371692307987672
2648	0.009261561129641981
3334	0.02371594065800214
5460	0.008600238196662177
438	0.018574742721810936
733	0.007793555296733708
1170	0.018454891052147558
1228	0.029376378114680263
1890	0.01394699339294982
4706	0.014123588803806097
4746	0.009147901468489619
5153	0.012195023805284769
1388	0.011354064042225592
3224	0.014385296021845158
5209	0.0185303993914334
5316	0.01621825486751676
5779	0.0038708049334870414
443	0.016190463836569607
1352	0.019999776081082124
3020	0.008970534094510882
3122	0.011648794559175111
102	0.015171882081059285
178	0.013189022202427984
662	0.011195135033985542
3528	0.023056105005690202
2072	0.007549202775550761
3084	0.0015016280138448169
7	0.014170339103505772
