node	pagerank
0	1.01747805486574e-05
1	0.00015538005494271088
2	0.00036866553634133046
3	0.000563093836500485
4	2.1691885740954482e-05
5	0.000172924672267454
6	1.1615626866351992e-05
7	5.136011622237787e-05
8	2.31294039499248e-05
9	1.0782986266134621e-05
10	4.680160523794723e-05
11	3.1170552418039516e-05
12	1.8951874961385952e-05
13	1.0976610730027683e-05
14	0.00012056463341227741
15	0.00022685600903025937
16	2.7564751148160655e-05
17	1.1438001172208025e-05
18	7.262208723331904e-06
19	5.251632522393362e-05
20	0.00023017832741878327
21	0.0005624373791284855
22	3.6057126646607064e-05
23	6.333907088684353e-05
24	0.00027439683166997046
25	0.0009876874672110378
26	0.0006970541223937353
27	0.0004280999034942262
28	4.484838429725241e-05
29	5.010750645167094e-05
30	0.0006537221801535566
31	0.0013552464684447867
32	0.0014619644679202779
33	0.0008547898062498115
34	8.406281087793617e-06
35	0.0001150380284955246
36	0.0001766710881015181
37	3.0185419164580934e-05
38	0.00018444516680729366
39	1.8951195643205692e-05
40	7.157705985823184e-05
41	2.4982654615113932e-05
42	7.691360655181148e-05
43	0.00015155648713360172
44	0.0001559082422951777
45	3.118854664672851e-05
46	0.00013032729603934176
47	2.3237125843030432e-05
48	0.00029676091840570145
49	0.00012138903174936506
50	0.00013774702255359066
51	0.00029312352153434897
52	0.00023041103775971612
53	0.00018967184292907675
54	0.0001664472963958189
55	0.0002100927150381224
56	0.00011995904416094791
57	1.0333244276993784e-05
58	5.6991895854622036e-05
59	0.00032621610199914236
60	0.00014743075840722007
61	0.0001371708038165792
62	0.0002800552425762622
63	4.793357912979075e-05
64	0.0008344832092145596
65	0.00031131231875084734
66	0.0004710599033081295
67	0.0002711800022438498
68	0.00014888716557236086
69	0.00031727764722914184
70	4.096049348766215e-05
71	0.0007466738290444941
72	0.00035372035284159114
73	0.0005134199817159816
74	0.0006234702268859101
75	5.626227032876975e-05
76	0.00010573527262007416
77	0.001110717254057077
78	0.00035675793612360385
79	4.4172309548324985e-05
80	9.856747089648804e-05
81	0.000595112030899802
82	0.00043801661833069996
83	0.00046119582928343827
84	0.0001576638730296145
85	0.0003092335032029168
86	0.00017625110737483736
87	0.00046540654371945035
88	1.6110490786347956e-05
89	2.0530421202034126e-05
90	0.00011308740796795069
91	0.00018610313861512263
92	0.0002105086670610428
93	5.758128750758706e-05
94	0.0003921409411238302
95	0.00021567158947630123
96	0.00018822983406584625
97	0.000325479525181198
98	2.518642001368707e-05
99	9.028041417428952e-05
100	0.00019072913780945742
101	0.00025319297822784255
102	0.00047242336751531346
103	8.44032850111684e-05
104	0.0005087245598776328
105	0.0005910657128314561
106	0.00012193378923853325
107	0.0002464277582728928
108	0.0004848550087204509
109	0.00031787702812070416
110	0.0002452662721120576
111	0.0009191272962211275
112	6.179866451141186e-05
113	0.0006769445874274907
114	0.0007640468387089068
115	0.00019396639367227876
116	0.00043077235207450047
117	0.0001942642544430143
118	0.00039815016908192815
119	0.0005644981581430779
120	0.00014653951488087933
121	0.0006223619150777815
122	4.644237909645812e-05
123	0.00017405032056070732
124	0.00019567282263302732
125	0.00015641347095837643
126	2.5998771654967755e-05
127	2.477266955440592e-05
128	4.119997970572439e-05
129	1.7179287290249207e-05
130	2.4825849427693403e-05
131	3.316168435557055e-05
132	0.00029436948750420053
133	2.6720626556763024e-05
134	0.00033432251934081787
135	0.0004257788100863937
136	0.00044245305722752907
137	0.00019439558273357386
138	0.0001650208827543877
139	5.002867957880531e-05
140	0.00011619974255132813
141	0.0005059588593286746
142	0.0008774946939056729
143	0.000903260834335688
144	0.0003237749735954091
145	0.0009335846067332318
146	0.0005953429635026348
147	0.0003198069738199546
148	0.0002775677610432908
149	0.000633694832354913
150	0.00013095968665349978
151	0.0005378665046978794
152	0.0006311868565454376
153	0.0015225131980354356
154	0.00060746174282872
155	0.00019368183154413386
156	0.00016639133386915568
157	0.00020126977253255094
158	0.00018581933947744495
159	0.00017193095245677593
160	0.00025071156051249333
161	0.0003984889712932313
162	0.0005412805157091578
163	0.00027417089290255367
164	0.0008398607352623301
165	0.00020382789092603478
166	0.00022899929833463135
167	0.00026386633163129645
168	0.00022121357525709188
169	0.00017824397307302138
170	0.00032470946286505944
171	4.13934732822684e-05
172	0.0005185236544195873
173	0.00014437202072100394
174	0.00041296110669116485
175	0.0002921759814802931
176	0.0003517078569885013
177	9.692803236805788e-05
178	0.00021099844451403046
179	0.0005430563310444542
180	0.00017515323676171876
181	8.053132780655702e-05
182	5.6113648763734374e-05
183	0.00026322039225424204
184	3.8273439758046226e-05
185	3.8273439758046226e-05
186	3.8273439758046226e-05
187	3.8273439758046226e-05
188	0.00032036952885557883
189	8.911072619925617e-05
190	6.304875441706132e-05
191	0.0005529712139234853
192	0.00011737714955167642
193	0.00011328414357902829
194	0.0007676816436656811
195	0.00047892505143262346
196	0.00037872926999780467
197	5.372685698219543e-05
198	5.194774198697176e-05
199	6.764893555797126e-05
200	3.888695055789405e-05
201	0.0006783906415352116
202	4.139347328226841e-05
203	0.0002805652645518759
204	6.24492066993598e-05
205	0.00014849693479001424
206	9.915516233487381e-05
207	0.00034139080907306534
208	9.928092839695398e-05
209	0.00031227300869499444
210	0.00025054672205727523
211	8.399740124295802e-05
212	4.8660114468451975e-05
213	0.00015398422600246156
214	0.00021917145679513063
215	0.00011827962728877485
216	9.298704112055909e-05
217	4.139347328226841e-05
218	0.00035887295556021374
219	0.0004507654928807137
220	3.535186262489764e-05
221	0.0006510545748600264
222	3.8273439758046226e-05
223	0.00013842701916724886
224	7.13339868426316e-05
225	0.00017878680836036184
226	3.827343975804622e-05
227	3.827343975804622e-05
228	0.00020243637113111695
229	0.00042760380489247285
230	6.433274113460981e-05
231	0.00045057845145466573
232	5.327609957524205e-05
233	0.00019150102785862554
234	4.920307066202525e-05
235	4.455519339562054e-05
236	4.927580514341696e-05
237	0.0002200733317933405
238	0.00013768856581336387
239	0.000203777395668499
240	4.227259445918515e-05
241	0.00019315525876333222
242	5.0350102505527216e-05
243	0.00012383211221660275
244	4.690186134074432e-05
245	0.000290726211742266
246	0.00031124423958195753
247	0.00020758377445939715
248	0.00027244578235018893
249	0.00014485289666486443
250	0.00013271114100990485
251	2.6861270686353387e-05
252	2.8834798784742512e-05
253	8.01827769219022e-05
254	0.000346726793815206
255	0.00040297601121058496
256	0.0007246416852203087
257	0.0005037024765818574
258	0.0003397199712693541
259	0.0005406024669767298
260	0.00033100573915137335
261	0.00019337838919227795
262	0.0004555938376758984
263	0.0004166738002903089
264	0.0005971700064311788
265	6.006226714050595e-05
266	0.0012521153402559552
267	5.133089869321173e-05
268	0.0001321527005990338
269	2.1470559284719204e-05
270	0.00031284101645393127
271	0.0002889375619418314
272	0.00016153166609806898
273	0.0002684114850898491
274	0.00012819200303039964
275	0.0004715162010251541
276	0.00013610266576701937
277	6.79863023081436e-05
278	0.0002901684146026823
279	0.00048265669710211646
280	1.7453856146848102e-05
281	1.781143223778235e-05
282	6.001690482763837e-05
283	0.0003373724121826312
284	0.0001742117819032548
285	0.0003634205229567869
286	0.0003733411283106218
287	0.00033275406487903204
288	0.00030369755946335175
289	0.0005980587672250773
290	0.0004341442575394043
291	0.00037504409466737176
292	0.0004119948473171913
293	7.179762239706786e-05
294	0.00014710079061046777
295	8.317265624996665e-06
296	6.598135567308029e-05
297	0.0005019584013149271
298	2.0228958430776963e-05
299	0.0002745016124445514
300	0.00034255717831740447
301	0.00025690395794791024
302	0.00029495370717271484
303	0.00030839837645917203
304	0.0002954838248250015
305	0.0006973563817627303
306	0.0004693683157759882
307	0.00017319977625980296
308	0.000761238090572067
309	3.125586211730175e-05
310	1.8698532173940054e-05
311	0.00042316423031428865
312	0.0002523401033841177
313	1.399703459042368e-05
314	1.399703459042368e-05
315	0.00018271820555127314
316	1.399703459042368e-05
317	1.3997034590423679e-05
318	1.3997034590423679e-05
319	1.3997034590423679e-05
320	1.3997034590423679e-05
321	2.0432754243909862e-05
322	0.00022147551545480593
323	0.00014580633317633858
324	2.4119189930671394e-05
325	4.250182544548756e-05
326	7.143669933850937e-05
327	1.1243150117792675e-05
328	0.0002831306622700795
329	0.00038754590491013645
330	1.0084112781119364e-05
331	8.981608208299735e-05
332	7.207628596936079e-05
333	0.00015395106571917895
334	1.9196002593625656e-05
335	0.00034390262658862115
336	0.00011276322925269458
337	0.0002814747273010143
338	6.695613707171462e-05
339	1.5828663705007804e-05
340	8.108812877216317e-05
341	0.0001835623866642025
342	1.242407321756767e-05
343	7.018509408957273e-05
344	0.00010117416451062767
345	0.00011411649626249085
346	1.2873320231041625e-05
347	0.00013260060275395577
348	0.00016726804209038737
349	1.7407969373831956e-05
350	9.597790251597883e-05
351	0.00017273696299818607
352	1.04805705956325e-05
353	1.2871449367663928e-05
354	0.00011046840905565141
355	3.78701433846775e-05
356	0.00014957980463383084
357	1.2058109086959045e-05
358	1.3039168026355523e-05
359	1.124702437994418e-05
360	2.4195292035669628e-05
361	0.0004157570660876697
362	3.2101354405582806e-05
363	0.0004104809723802489
364	0.0001913247410030128
365	0.00014647768126529922
366	0.00014855613040939397
367	7.127364314067202e-05
368	4.8276495347416354e-05
369	0.00024406731968319866
370	5.3621472621343016e-05
371	3.713403836495978e-05
372	0.00036208653413588457
373	1.3579907901548741e-05
374	2.3538724391197987e-05
375	0.0012057730423081935
376	0.0005020984416072592
377	0.0005207216241308698
378	0.0001426454809585626
379	0.00012115208261459178
380	0.0008997692338689071
381	0.0002682792963915658
382	0.0001887191504234997
383	0.00035260096299277337
384	0.000808600898739358
385	0.0007239680324235804
386	0.00010699986913277521
387	0.00099004394490959
388	5.6514886694509064e-05
389	8.070842628413034e-05
390	0.00043601516611112783
391	0.00019866828221028817
392	9.451652786271735e-05
393	0.0007958779121101288
394	0.00010189091553344567
395	2.8138845862077234e-05
396	0.0009227343198313949
397	4.096941168341567e-05
398	0.00039623756574109695
399	0.0004036755033757725
400	0.0002877395165276572
401	0.00019115932850341354
402	0.0007176754766544204
403	0.00017059530716726125
404	0.000613344642499704
405	0.000259188846349287
406	9.728812577999282e-05
407	0.00010484954150550377
408	2.813884586207723e-05
409	0.0003130446300089034
410	0.0002083373156853086
411	0.0007306525508562125
412	0.0013113080976900153
413	0.0004176974459210302
414	0.00058105799997962
415	0.00033889907422836687
416	6.89135854160641e-05
417	0.0002629865856758516
418	0.0004782706871009475
419	0.0003413063166635944
420	0.0007627707423831884
421	0.0004348569139452753
422	0.00011939982519998076
423	8.045266334548592e-05
424	0.0005665200466505597
425	0.0006149645025856715
426	3.374101610716919e-05
427	0.0004136514120094141
428	2.8138845862077234e-05
429	0.00026163016203798833
430	0.0004787548123778376
431	0.00013114624680150377
432	0.00028225881434529
433	0.0008033283358056469
434	4.340981251460099e-05
435	0.00043645635105974025
436	6.393945461837899e-05
437	0.0002512633438257007
438	4.099067329836022e-05
439	0.000261638614138166
440	0.000259177048481354
441	0.0013080867749543392
442	7.226871579909553e-05
443	2.3697388605552855e-05
444	0.00021187747741541524
445	0.00011597205592383725
446	3.5700325718374954e-05
447	0.00037477545884969933
448	0.00013106536865222635
449	0.00015989497896063876
450	4.215197763210074e-05
451	0.00011620674548536027
452	0.00032181934215639327
453	0.0001571717841544967
454	0.0003798144197767498
455	0.00021082277236930555
456	5.862431676945639e-05
457	4.6513543502948254e-05
458	0.00021977395292208432
459	0.0004815937727552337
460	0.00029464961933162116
461	0.0003133702859110442
462	8.047044724433032e-05
463	6.472827461224278e-05
464	0.0003754814374440911
465	4.525812651918223e-05
466	0.00043041902871902333
467	0.00018554885320574597
468	0.00018385598205076725
469	0.00015765484870821546
470	0.00010963241001963948
471	0.00026114658989726745
472	7.666874562312469e-05
473	4.063801410343698e-05
474	6.956858244457332e-05
475	0.0001116345743643216
476	3.6520382874353223e-05
477	6.0911907817895286e-05
478	3.493964028876246e-05
479	9.907228264238819e-05
480	5.676860597999419e-05
481	0.0001445595632470068
482	4.034409208718195e-05
483	7.58690573500179e-05
484	4.152018875205749e-05
485	0.0002661609476697031
486	3.1456045400889914e-05
487	0.00032622789424517444
488	0.0005779218798049689
489	0.0002924843823318974
490	0.0005215615198071082
491	0.0006014609582293134
492	0.00025378026102547164
493	0.00034571524741502637
494	0.00021026047057973155
495	0.00021704720924368867
496	0.0009195192940461426
497	0.0004152959287590711
498	0.0003465002253442484
499	0.0007743775747239785
500	0.00010690653098201893
501	0.0005205498594378103
502	0.00041552263549685185
503	0.0005837178935646621
504	4.4751439135059695e-05
505	0.00013628303852658856
506	0.00046580386505340346
507	0.0002956311002386792
508	8.32787558422442e-05
509	0.00019652016959318492
510	0.00026679153571271583
511	0.00023292618887254241
512	0.00020308965591239416
513	0.00039518484856550164
514	0.0006062287657060776
515	0.0004603730718497059
516	0.00020633776445605078
517	0.0003097564162613329
518	0.0003447678613359056
519	0.0004444849475960037
520	6.55081223467934e-05
521	0.0002635538035630141
522	0.0004727847583165002
523	4.1234814003307716e-05
524	0.00018624818914864054
525	7.460253548510403e-05
526	1.685363668180655e-05
527	2.442542010362505e-05
528	7.631898883090784e-06
529	2.3058911743900967e-05
530	2.442307536891073e-05
531	1.1450137845491144e-05
532	3.770675448008766e-05
533	7.450740773650003e-06
534	0.00018009594647065786
535	2.9419698011263377e-05
536	0.0001562112664415573
537	0.0008690526662036776
538	0.0006168887275331002
539	0.0011965526569359948
540	2.9139610525796988e-05
541	1.7735098547935134e-05
542	9.386581595777851e-06
543	0.0001008919404176705
544	1.6952603946523055e-05
545	4.4044430243843604e-05
546	6.543958000808057e-05
547	3.7260097419107814e-05
548	1.568542767161942e-05
549	8.630770253949224e-06
550	1.8489025888920814e-05
551	7.344187968396124e-05
552	1.1242628106433969e-05
553	7.42481379322368e-05
554	6.299367073925355e-05
555	7.582200653986263e-05
556	4.18517316234977e-05
557	0.00013838383542274854
558	1.0527966173071352e-05
559	1.1154041112273815e-05
560	3.725565690530428e-05
561	9.51728910151882e-06
562	0.0001209979191071599
563	7.815634950978346e-05
564	9.516031114795956e-06
565	1.2489843749528269e-05
566	2.7171274365791406e-05
567	1.4392742045789837e-05
568	1.1296806844575135e-05
569	1.4056559270645434e-05
570	0.00011431716735830396
571	2.2812229846310744e-05
572	0.00011203018151767124
573	0.0001241337582268571
574	0.00018378464041059748
575	5.779574281578623e-05
576	8.89273734987374e-06
577	1.5373585506129857e-05
578	0.00014865216290448462
579	3.6703511981644055e-05
580	7.866285610730842e-06
581	1.3854737162744581e-05
582	9.088997007263335e-06
583	1.3608044916958607e-05
584	9.123098840965542e-06
585	3.113096959808737e-05
586	0.00012530813059939564
587	6.370447905706034e-05
588	8.950963208485212e-05
589	0.00011071714526966315
590	7.951868161593883e-05
591	0.0001715097810195816
592	2.4885396417505792e-05
593	1.1859706547454545e-05
594	5.9383473944660424e-05
595	0.00018470827644937964
596	1.0383561730600964e-05
597	2.535681481370169e-05
598	0.00025384644753386436
599	2.5838009180216604e-05
600	2.236453038413401e-05
601	1.2744234242354053e-05
602	2.3995830966262918e-05
603	4.863571695686612e-05
604	9.136848623044906e-05
605	0.00039666666596107334
606	8.556309631732147e-06
607	2.5659014846375824e-05
608	0.00014285090535942987
609	1.3566548838118206e-05
610	3.37565079347975e-05
611	0.00012829775894782284
612	0.00016511711506817764
613	0.0003981609942545514
614	0.00042343830087594264
615	0.00027357140846469454
616	0.00037820461821634166
617	0.00034740119032173304
618	0.0002630187095886819
619	0.00027204001703277187
620	0.0003329772024243955
621	0.0006202627850878718
622	0.0002848413205368848
623	0.0001429444256393333
624	0.00033182482452027436
625	0.0002819540620141954
626	0.00032806851916296505
627	0.00047891581003716495
628	3.6238091542947696e-05
629	0.00026693996104981286
630	0.00014701644287107993
631	5.835065515601677e-05
632	4.6898177517680775e-05
633	0.0003877280362081106
634	0.0002969235589483615
635	0.00015449022466532575
636	0.0004628264768288511
637	0.0002658101673773224
638	0.00028181651221903406
639	0.00026606026034792967
640	6.525388039607324e-05
641	2.4889754522072847e-05
642	0.0001611878227792084
643	0.00028854074272916403
644	0.000378049920651274
645	1.2245003057869119e-05
646	2.8995992056886516e-05
647	4.10883307149093e-05
648	3.12013825776626e-05
649	7.379172933023134e-06
650	4.061731583682869e-05
651	4.266641575357768e-05
652	1.230513642049873e-05
653	1.778229241395181e-05
654	1.2471546125196504e-05
655	3.4353625710094856e-05
656	0.0004130880866595104
657	8.760116577983436e-06
658	9.988243646372571e-06
659	2.2356928657119984e-05
660	8.651407876540994e-06
661	1.2704714098335276e-05
662	1.2704714098335277e-05
663	1.199111006430963e-05
664	5.330432299334648e-05
665	8.563252149618987e-05
666	4.514380223263403e-05
667	2.573495882449725e-05
668	1.7383061817915034e-05
669	1.3097328603943015e-05
670	0.00031216455686023336
671	0.0002630665758779045
672	8.83848113044922e-06
673	5.475634648876271e-05
674	3.964338550954118e-05
675	0.00012874263348384285
676	1.2735100172027465e-05
677	3.8477145509933954e-05
678	1.019148669396062e-05
679	0.0002428717155816525
680	1.058849803765974e-05
681	1.0191486693960618e-05
682	3.180473156841534e-05
683	2.943948819836673e-05
684	4.237276894629069e-05
685	0.0002766236122928342
686	0.00029944510658173266
687	1.0191486693960616e-05
688	4.867362720249557e-05
689	6.26817472870247e-05
690	1.0191486693960616e-05
691	2.9249373657621897e-05
692	4.117695099237485e-05
693	1.0763588127612695e-05
694	1.5969677192384477e-05
695	0.00011282509441974225
696	7.445276059522704e-05
697	0.00010534331636619177
698	1.2584925751127656e-05
699	0.0001814756318081552
700	0.0007082994801128114
701	0.0004386249394824477
702	8.83403827909866e-05
703	9.884029240076444e-06
704	0.00041168637753920246
705	0.00017910157064907588
706	0.0003304730628226832
707	0.00012538969447701718
708	1.169294512122779e-05
709	0.00011171765438145373
710	0.00023512124540890934
711	0.0003525780344766749
712	9.638990565993569e-05
713	0.0008282147792104181
714	0.0004112255236777184
715	0.00010069405146012728
716	7.839171814132134e-05
717	0.00016354551718245343
718	0.00018475136233282927
719	0.00035379725825318727
720	0.0005041830897159893
721	0.00048571480840421867
722	0.0001711109906415627
