node	eigenvec
0	0.0129664779803061
1	0.0012553350664459366
32	0.008401090631668011
40027	0.0006021059375047081
3024	0.02098997863576487
39871	0.03734144977881783
16250	0.05267116763863396
2	0.008217225973036322
3	0.0009245776080553176
66912	0.0008477335237502665
90	0.047897735213940945
75167	0.0004154460170076404
4	0.006329914782442017
5	0.003105857010300999
11	0.009257592631448638
68318	8.426704641486038e-05
6	0.013102295361022462
31	0.008767825686221678
12	0.009858019826242985
26	0.02045928123896919
53	0.012112805184738036
3840	0.0046128480375725615
7	0.001501876527724956
63	0.007578823825469291
49	0.05130289644854591
404	0.0652360482158584
29323	0.012239822154713656
40252	0.06571128671767153
8	9.32393815022094e-05
68204	9.32393815022094e-05
37971	0.0010613727194614055
9	0.0692556170879632
10	0.0023364086216054176
108	0.0021990839697306496
66934	0.0006669045823881615
66967	0.0006669045823881615
351	0.0022489239432850567
393	0.002998528695326373
326	0.02171487160264419
369	0.01517344881968701
5462	0.004972673892422212
9227	0.01656955883011592
66949	9.722975660229698e-05
2789	0.009965904633018099
68929	0.0021710772751686452
73963	0.00017122031233794978
117	0.00382760881953296
66	0.00417137588816832
13	0.010047405864097341
14	0.003414078866859557
15	0.0011564357835829849
66914	0.0025988325837287786
66922	0.0008095814805539027
97	0.0032576849854489315
155	0.08894537723436505
801	0.05185533107743975
70420	0.0018636583202457319
71452	0.001057258728575733
50439	0.005077664562574788
16	0.00023849881130933497
1079	0.005298159504267792
802	0.01158176346134033
38774	0.005714188350393273
17	0.004769336791082453
3050	0.0013803597659100577
111	0.0024413888255651016
324	0.04130173815463206
445	0.03299969681466087
67317	0.0005340533606779823
19349	0.004479130093867204
18	0.004879404939732578
19	0.0003763314177816783
67483	0.0002836736825988038
8185	0.0016321264970706492
20	0.0003244745241098166
178	0.001536206571848256
348	0.01878977996088316
46	0.00047809873651956245
19625	0.0006168482588931946
21	0.0002034441781520778
69	0.02238075426751969
18106	0.003009756913807772
24036	0.001117678559981246
22	0.020522978843359567
23	0.0012237292241730785
48	0.0017695311916050961
24	0.007107638051632175
556	0.005823776797268576
25	0.013326063782277377
8323	0.009125588266400794
28	0.018263247969406437
27	0.005672936032629775
35	0.002069480328244357
65	0.011406683092545526
9490	0.00049728993320588
33353	0.00614191424705119
11110	0.011527301958244739
29	2.1062743527565484e-05
13206	0.0014155956827070632
76304	6.730454389717669e-05
633	0.09530586479422459
30	0.011064722501096677
74	0.0013522658130908699
129	0.011254520881807862
2378	0.009230786630448141
3909	0.010591514848054368
1826	0.01331902224131476
76	0.009156191876377224
75095	0.00013824312855814451
39	0.02264292532745076
88	0.008233658441487567
120	0.021353132322395968
380	0.036459277294382995
33	0.0001525952551462444
67011	0.0001525952551462444
3751	0.020376964219926547
34	0.061784736390076846
4447	0.06286148770445547
55268	0.002440409557856898
60051	0.0014078615843253887
36	0.012639455355163576
37	0.0006245716265267325
28827	0.011341670190314698
38	4.443787054184474e-05
66913	0.0007801967593352404
104	0.07173659387140939
1853	0.0043053494821557806
67	0.001822410746723248
226	0.00869008964792677
67036	0.0015024221012629175
1172	0.005283942556212263
17266	0.027100671715576043
