Node	Centrality
0	9.210691544828316e-06
1	0.0026704738661832332
2	0.003270785750108957
3	0.0004112743294897555
11	5.588907567325474e-05
40	0
4	0.0004981241459375905
5	0
6	4.9824005751823133e-05
13287	0
63	0
7	0.0021702515871927825
335	0.06530825592968166
8	0
21	0.14576887019442045
13312	0
9	2.6131976929745865e-05
10	0
16	0.0004541717147838364
7561	0.0002740316503631768
13285	0
19	1.0268561437602213e-05
13290	0
68	0.0007709858098155996
12	0
1468	0.029345606453416103
13	0.00041468726557350796
57	2.4126814628483643e-05
58	0.00038574945147528284
273	0.7264252615586709
14	2.8331797935099907e-07
42	0.0005990220819636559
15	2.9825293891881606e-07
175	0.0004586214295316726
14141	0
17	0
18	2.4722258065623932e-05
13286	0
20	0
13547	0
22	0.0010808189699705777
23	0.0015385691772299198
92	8.807839123784501e-05
161	0
24	0.00031591497182192706
13288	0
25	6.570150817434858e-05
26	0.00015927853336174773
27	0.0006112745497296005
28	1.6235519375687382e-05
29	0
31	0.0004195144726411919
1170	0.010546862303544294
30	1.9632494686087435e-06
32	0.0002472506919930764
13844	0
13902	0
994	0.03014197273823764
33	0.00015960227746831824
34	0.03413131586467149
155	0.0003704348804414458
76	3.5161935110211484e-05
35	2.1479606366321207e-05
36	5.494196801220936e-06
37	1.9632494686087435e-06
38	7.919698277227902e-05
770	6.88153575791358e-05
115	0.008025639168665383
1236	0.00785926109822958
39	1.988462091161334e-05
41	0.019388164307492274
69	0.002247716264649241
43	4.370267345435826e-06
44	7.919698277227902e-05
13369	2.9825293891881606e-07
54	9.472872379474176e-05
13363	0
45	0.0010592600862352102
46	2.56819863508826e-05
13402	2.6435462212278494e-07
13323	2.6435462212278494e-07
47	2.8175852922586302e-05
48	0.00046731571160964176
13289	2.4741997719539072e-05
4781	0.019962144109672654
13292	0
409	8.078013715235142e-05
49	4.376149337487606e-06
50	2.4437068813452494e-10
51	0
145	0.00041158884909320666
11417	1.0209097475227402e-08
52	0.001570756452159146
53	9.875298344083623e-07
55	0
13291	0
191	0.00012606552722915402
372	0.00024575874544369207
56	5.325698993034157e-05
159	0.20959811733918535
13298	3.4981319844055395e-06
59	0
469	0.00048094581825205014
13293	0
381	0.030807550753484243
60	3.926498937217487e-06
61	0
13300	0
13311	0
62	0
64	0.00010963327651160993
14116	0
65	2.2699467327728152e-05
66	0.00022689296676045646
73	1.1007713859795546e-06
67	9.68313761986536e-05
13294	0
13831	5.2355817931582534e-05
70	1.914359927267753e-05
1358	0.0479343675027615
71	0.0004166100950623869
72	1.6235519375687382e-05
13307	0
13297	0
119	8.801415565985218e-05
4099	0.0017011665670236653
75	0.008048525939030906
4423	2.113530614796502e-07
74	0.0013712526662645835
13295	0
233	1.2829875510411653e-05
77	6.90840970319416e-07
13296	0
701	2.763197863040689e-07
186	0.015844545887332927
4212	0.00011155545092459085
78	9.875298344083623e-07
79	4.59255931194366e-05
13301	0
80	0.00040680073045420604
81	0
2346	0.014272255563112757
82	1.3460818046586987e-07
13596	0
83	1.1550417707656581e-05
84	0
13771	0
7079	0.016617292912630966
85	0
86	0
572	7.820699211946483e-06
537	0.023608211004205435
3492	0
863	0.0401185490627505
15459	0
87	0.0001916425910948003
140	0.013096349493817099
88	0.00016697370884737866
508	0.06007147135462102
13462	0
13566	0
13606	0
89	9.875298344083623e-07
468	0.04571432044352043
152	0.00020746161595071175
2048	0
2185	4.480123442407238e-05
90	0
91	0.00013330247780900218
14148	0
93	0
108	7.635356116563807e-05
13494	0
974	0.06511645394128225
114	0.0287138444643392
13345	0
1110	3.7167067278650206e-05
14467	0
94	0.003269033035308855
95	0
13299	0
96	8.272148471742184e-06
13308	0
97	0.004696052316741754
98	0
99	0
13313	0
13344	0
13534	0
100	1.6235519375687382e-05
101	2.2205100045050303e-07
102	0
260	7.558657746895336e-07
10089	0.00035009273666073603
103	9.313766819668346e-05
104	0.0048505298787319935
105	1.82904122119148e-06
106	1.6563501610233911e-06
209	4.01434622442855e-05
107	0
109	4.183355471316384e-06
13491	0
110	5.174979191618237e-07
111	9.048601171804281e-05
321	0.0008999081705592677
13302	1.3627609415394003e-05
656	0.00018305585644560674
112	8.31508934344258e-05
113	1.9632494686087435e-06
13712	0
116	0.013797925385385237
125	9.89018950660301e-07
440	2.887622388037696e-05
673	0.0019332757911426938
13515	0
154	6.678533200067864e-05
13823	7.28848692692587e-08
117	0
13310	0
118	0
13371	0
120	8.080070005524522e-06
121	0
356	2.7917473771744015e-05
3296	4.310425302473318e-08
13461	0
13725	0
122	0.00020729112799176624
13421	0
123	2.4706130250832967e-05
124	0.01627317915047578
709	0.015377702293260076
428	0.022519382013948697
547	0.0002482391774311218
13304	0
13704	0
13303	0
126	0
4645	0
127	0.00010503260848560663
1620	0.00023620841990794198
128	0
14139	0
129	0
13321	2.5610930953231862e-06
130	9.997415609130648e-05
134	3.0701627669929133e-06
131	2.223472565959568e-06
13305	0
132	0
13306	0
3192	0.0002854555621320029
13326	0
133	0.00022570208342031673
13309	0
135	0.0005179929077965723
13317	0
151	0.15500579163336448
310	4.021228828546933e-06
3844	0.0012678154956105706
371	2.4866274619206143e-06
136	9.393817738090382e-05
137	2.9138493967797064e-05
626	0.0001786139122452787
13732	2.5401152270639386e-06
13339	0
13505	0
13319	0
138	6.010944130006275e-09
153	3.402454748369157e-06
13376	0
139	1.8971037438787426e-06
141	0.0002614129983080284
142	1.622003781594523e-06
13970	0
143	9.00532614449119e-07
144	7.959956335746554e-05
15081	0
146	4.376149337487606e-06
13584	0
13538	0
13539	0
147	0.00037098933659382265
148	0.00036963136383345115
2548	7.436152789111627e-05
14203	0
149	0
13420	0
150	0
287	0.004126631742406653
15059	0
14666	0
13314	0
9212	0.01386893801858587
522	2.9266848110925856e-05
156	6.642581222847119e-06
157	0
13859	0
6814	9.792976574492985e-06
158	0
8546	2.070688796263613e-06
160	0
2339	0.0006243641102554285
162	0
501	6.240696776752951e-05
13370	0
523	0.00027569274932198284
13468	0
163	0
13374	0
15405	0
164	1.6661180774888177e-05
165	0.0003696197062312075
166	0.0003696452721250152
167	0
168	0
13851	0
169	6.576861637176829e-05
13865	0
14685	0
170	0
9515	3.5079096359229544e-06
171	9.178935322048135e-07
172	0.0020021208494934734
352	0.010588444679192465
7347	0.0004854813466720067
9696	1.459571263928434e-05
15181	0
173	4.376663553709553e-06
174	0
176	0.0003696197062312075
177	0
627	0.0007142053867380551
178	2.6371256720161153e-05
179	3.5697518328773736e-07
180	0.0012454555855049834
181	0.00017025004119301828
182	0.005782134629359721
183	3.955872372531861e-05
184	0.0003810877282894674
185	0
14534	0
187	8.170425050312537e-05
297	10.182193151697751
527	0.10749200300978937
464	0.0004514914863748138
188	7.923437230711041e-05
2118	0.014323111498028175
189	0
190	4.034398544232457e-05
12561	2.9648426950835015e-07
192	0
193	0
13445	0
1047	0.000954169750098887
194	0
13322	0
195	2.5772404306488953e-05
13122	0.00013848611846184382
196	0
13364	0
197	0
198	0.002875999164651828
199	0.0003916303798004414
200	0.0008895974822637381
693	0.001099346891040427
201	0
13903	0
14218	0
202	2.6860718277817328e-05
446	0.0017911217153414242
203	0.0031384409870055174
204	4.376149337487606e-06
205	0
206	0.016156229753550192
13315	0
207	2.788821397243988e-05
208	2.995521806817804e-07
210	0
211	2.067065359639483e-05
13318	0
14184	0
13316	0
212	0.0011658754313441059
213	1.2431628933333944e-05
214	0.0012836768229899979
215	3.47628574359774e-05
216	2.7874434627786446e-05
13404	0
4655	0.027864959203882513
11224	0.0032299268319747765
217	1.605580412842101e-05
312	0.0003838877576294505
218	0
13446	0
219	9.178935322048135e-07
13959	0
14301	0
15116	9.274663904271234e-09
220	0.0013586948583901475
221	0
13320	0
222	0.0006331139170161914
223	0
13337	6.296088813420715e-09
224	0
8123	1.4561749999854556e-05
13695	0
15315	0
225	0.0008908507335760767
13483	0
226	6.642581222847119e-06
13423	2.0410790040955463e-05
227	1.6235519375687382e-05
228	0.0016008224898544981
13324	2.3105329893810835e-10
13361	0
229	0
230	0
231	7.954510587020977e-05
13325	0
232	1.276688018607517e-05
234	0.011273573749097224
13456	0
235	0.00011065150440420677
236	1.7781479396156664e-06
237	2.3826011955135074e-06
238	6.642581222847119e-06
239	7.929968176329466e-07
240	3.308650400195385e-08
241	3.308650400195385e-08
242	1.6581428389455734e-06
243	0
244	5.037168221860163e-05
13349	0
13377	0
245	0
246	0.005579609612935753
13407	0
13526	1.2431628933333944e-05
247	2.3090631381607156e-06
266	1.3061251842387143e-05
248	0.0003769508235307548
254	7.683951879272345e-05
15443	0
1041	0.0460756478185436
13328	0
870	0.0029303765296444274
249	0
250	8.456892760596389e-07
825	7.338669658469317e-07
251	0.0004517888075265507
292	4.2922822341297556e-05
252	2.7874434627786446e-05
253	0
14135	0
13327	0
13638	0
255	0
256	0
257	0
13333	0
258	0.00019315138789377656
259	0
13542	0
13388	0
325	0.000486476018594982
3637	0.0005844733193042398
261	1.249010095492339e-07
262	0
13329	0
263	0
13331	2.7874434627786446e-05
264	7.476148753646963e-06
6783	9.146391939731215e-05
265	0
815	0.0012540582631517018
302	0.0002784853811307008
274	0.002776358405893506
599	0.0005861687664183658
1950	0.0002680558669212451
14898	0
267	0
13341	0
268	1.1942759598758356e-05
269	0
13340	0
270	0
271	1.9278162758375435e-06
272	0.00013908095105196874
13355	0
14177	0
9603	7.43075844182091e-05
1209	8.48223837238366e-05
275	0.0012686005178293486
276	7.622091590590804e-07
277	5.827112152770211e-06
13909	2.5401152270639386e-06
278	0
279	1.3012989769644057e-06
280	0.075709459583697
14918	0
281	0.002547877898020404
2778	1.921353787509982e-05
282	1.943189659165367e-05
283	4.799077534483075e-05
3193	0.000704461017441736
284	6.642581222847119e-06
285	1.908489589157785e-08
286	1.908489589157785e-08
1217	0.00014234062308928156
1205	5.388593287622666e-07
288	0
289	0
340	0.0023117270582489833
884	0.00033950669654752663
290	0
293	0.00012851900073259425
9456	2.2551404546254232e-07
14948	0
13136	1.127869329246211e-05
291	4.027527668949418e-05
747	0.0018524232630172497
423	0.00044292147178468037
13700	0
14155	0
294	0
295	0
2465	9.163898281190672e-05
296	4.306988210218123e-07
14523	9.21824047549247e-05
13336	0
2919	1.0923787599549698e-05
13454	0
14571	0
14827	0
13644	0
13430	0
298	1.6538465979531093e-09
299	0
300	0
15192	0
301	3.4981340974860397e-06
303	2.4741997719539072e-05
304	0.0003701987932251321
14251	0
305	8.01023888679605e-06
14042	0
14456	0
306	1.2250360313512709e-05
1813	0.01442694570213618
1464	0
307	0.0003696416405011371
13393	0
308	0
3931	0.017766152137430342
309	0.0559227564333842
1230	0.0003696410741655146
311	0.0004538148197027031
14319	0
313	3.393060459386584e-06
314	0
514	3.5302938408389835e-05
605	0.0001341463397277767
1598	0
315	9.666595258017796e-07
316	0
9029	3.244040825551149e-05
752	0.000412684033141325
840	1.811010877210415e-06
13873	2.3103178888468555e-07
317	0.0020685703090078497
318	4.793746307182553e-05
319	1.2219390192931315e-05
320	0
13509	0
322	4.8353139338901734e-05
13330	0
6392	3.845651553463333e-06
898	0.002071342334478236
323	3.5675274899209865e-07
521	4.6451181214130134e-05
324	0
14809	0
326	0.0011641752593529754
13332	9.423698178632931e-07
327	0
328	0
332	0.00012574297637375827
2625	0
5098	0
329	0
330	0.00013326318345570007
331	6.164373465013785e-06
1152	4.730711272184669e-06
13886	0
333	0
13637	2.394983182644173e-05
334	3.3980926233334287e-06
336	0.00020854567306176477
13335	0
337	0
13334	0
338	8.456892760596389e-07
13395	0
15020	0
339	0.06070917736600554
341	0
342	0
1494	1.2246734956304763e-05
343	7.987665331271184e-05
344	0
13378	0
345	0.0007458717997191075
346	0.0003766185423207677
350	6.240646396781808e-05
347	4.793746307182553e-05
348	7.645120378248301e-05
349	6.619747591572964e-06
609	0.0004152756899944603
351	1.896028998172436e-05
359	2.4363447598864156e-07
1527	0.0011279514490350378
14344	0
353	7.922233429248017e-05
354	0
355	0
357	0.00036961970623120753
358	6.296088813420715e-09
360	4.45970608377211e-05
361	0.00036969803528279693
1681	0.032759941130805
362	1.9335745128558786e-05
363	3.687029098850691e-07
13342	3.687029098850691e-07
712	0.001612112859075977
