Node	Centrality
0	0.20047976025380462
1	0.5407018059945988
2	0.5637037559137008
3	0.44382887252574243
4	0.5419330511515885
5	0.13472229298025895
6	0.46954967895216554
7	0.5328226805351673
8	0.4164487335538375
9	0.45940903938626726
10	0.005066110352879037
11	0.4556484319605953
12	0.030888660532648077
13	0.36102094102510285
14	0.4397634865151919
15	0.3558432932158263
16	0.5406734024946157
17	0.026471907325076132
18	0.020655834162517032
19	0.42659040130516673
20	0.0006620991625492596
21	0.6745479430952352
22	0.5626631804036193
23	0.40881148518837485
24	0.5271441802423709
25	0.4466618129708037
26	0.487152745920687
27	0.5506020309300835
28	0.012882870245598737
29	0.00170558094369834
30	0.02332162383003506
31	0.30606426785620783
32	0.4702331638453593
33	0.3665672399103188
34	0.5942175466533689
35	0.02031283700553404
36	0.04737226877689169
37	0.014860799243441362
38	0.006486996596146523
39	0.01042544396062495
40	0.320141818602496
41	0.6621778982030251
42	0.5191314357710475
43	0.19341264893003493
44	0.006486996596146523
45	0.505655097474945
46	0.4508561963104824
47	0.10655227155518074
48	0.4737591200946999
49	0.010600258212966595
50	0.38321677767325996
51	0.07658577448022014
52	0.37032580377420066
53	0.08974036726334106
54	0.4166102729666097
55	0.0037393682438887003
56	0.36816335310132603
57	0.40559691164292916
58	0.4344980419532821
59	0.0022298363341471863
60	0.029721598236069565
61	0.31323360131311445
62	0.01750386756732951
63	0.05616708928069643
64	0.4103932143255859
65	0.4204221006941636
66	0.3731094164987428
67	0.37829676699772996
68	0.4021748741991567
69	0.5338624455865731
70	0.4396786200077181
71	0.13335361802213516
72	0.012882870245598737
73	0.11661877881742905
74	0.4430719922449919
75	0.5663645919031499
76	0.4156862546235423
77	0.3563252816809411
78	0.08467270989350921
79	0.04568436039577762
80	0.4731578752414421
81	0.003584562069546769
82	0.18140117255801513
83	0.1628544391765492
84	0.023487209612358884
85	0.00020199836570819783
86	0.00020199836570819783
87	0.47245664960107747
88	0.43776105421664135
89	0.08467270989350921
90	0.0036751408856377224
91	0.012395695565584158
92	0.4455045547179891
93	0.010360001966055167
94	0.5099457928674243
95	0.006980367018824582
96	0.16819689393571047
97	0.522012016099141
98	0.017585750251433083
99	0.020615443292020644
100	0.012882870245598737
101	0.4283874433003243
102	0.00889573827454478
103	0.4177788102808522
104	0.5584564791808562
105	0.403239884414563
106	0.4581427763385097
107	0.008042745938640418
108	0.4401914742368899
109	0.01906286469577929
110	0.07463556409712699
111	0.45296792781276274
112	0.36788847430797145
113	0.014860799243441362
114	0.5018480909842618
115	0.5848125560706535
116	0.01976133146309057
117	0.010025044442978743
118	0.00522875912767704
119	0.4445303666965373
120	0.02152638967243059
121	0.1176994135657652
122	0.4349881342344972
123	0.017009383271803485
124	0.5346825608885291
125	0.09895250971351019
126	0.007494092346508833
127	0.03745403836217904
128	0.046846454174586605
129	0.0016210437863153756
130	0.40316394307024206
131	0.02513896385364885
132	0.013296939014983968
133	0.4293494983018934
134	0.10539750559084796
135	0.5217683336153501
136	0.4064692638198504
137	0.37996694552919197
138	0.34314062551135044
139	0.09105088400012822
140	0.6086561635930456
141	0.016567360839513882
142	0.2789271603125848
143	0.09655575385238717
144	0.008276727409834784
145	0.27384299649244254
146	0.010600258212966595
147	0.2991336784581037
148	0.01231816807708588
149	0.013308079225220898
150	0.0018217263415713175
151	0.6227140436093288
152	0.5096781314357147
153	0.36809145966171325
154	0.1950281168712309
155	0.4310620626000369
156	0.02081749216292871
157	0.008326599865997049
158	0.0037350840526055207
159	0.6279139052432765
160	0.0010948087264517601
161	0.013758162867719397
162	0.007066838838647405
163	0.015259319784181435
164	0.42186298182355686
165	0.002072227931911888
166	0.4059647283045416
167	0.0007190214879831781
168	0.32318118428552545
169	0.05752610004209934
170	0.014034642536789895
171	0.08966292397803044
172	0.49208301395307885
173	0.11238364686013105
174	0.06339921119958676
175	0.5173362377959159
176	0.0032106329423732863
177	0.009241164030887088
178	0.42873719449820963
179	0.1241116567925713
180	0.0011116796478739526
181	0.46494201429743676
182	0.6051280119112815
183	0.47160599318301044
184	0.41713599465143175
185	0.024917511161047456
186	0.5588198286450438
187	0.10474842438809398
188	0.02741069830392143
189	0.1611611791308385
190	0.03712886549355781
191	0.44708627463056705
192	0.40537623888319013
193	0.02898028986201727
194	0.004992424010326843
195	0.06562368032479045
196	0.02380430052913842
197	0.007066838839625623
198	0.5573825561624454
199	0.5052810682992839
200	0.023845486055352725
201	0.0023592226656246034
202	0.19931364984038316
203	0.5861886522715074
204	0.010600258212966595
205	0.0010156791097351583
206	0.46131579501131226
207	0.03081382981814499
208	0.4044928279939885
209	0.28180509095561973
210	0.001299430665312851
211	0.4099245275406851
212	0.5196796414656912
213	0.007488635982328147
214	0.5082474613545973
215	0.08468129164251585
216	0.022573391091701745
217	0.011539116494262614
218	0.0032434983226112086
219	0.08966292397803044
220	0.0780025040246142
221	0.006513967868308439
222	0.5071251255023559
223	0.011759637986149298
224	0.09465126756670068
225	0.4262786182015154
226	0.02081749216292871
227	0.012882870245598737
228	0.41306151887202736
229	0.0009493338681180087
230	0.0021665780028251504
231	0.12308557727714446
232	0.035416654990481904
233	0.21473106339765144
234	0.6229256377742491
235	0.009349064652516918
236	0.17114412096129947
237	0.39812684974440293
238	0.02081749216292871
239	0.3167345482908241
240	0.3531034176270196
241	0.3579598432297242
242	0.06572900788818752
243	0.07625791502958447
244	0.42675625628834074
245	0.005835940031585235
246	0.5207524806354599
247	0.3625690275747378
248	0.05384892088481327
249	0.0008234448099620217
250	0.39193953114684893
251	0.44986690130490675
252	0.022573391091701745
253	0.0026433159339583905
254	0.45655424510395515
255	0.09852722706245359
256	0.09852722706245359
257	0.40610452388796436
258	0.4060986852850861
259	0.05316769609069414
260	0.44092311074630536
261	0.3846714833011971
262	0.0011384050357790023
263	0.0035522531745979615
264	0.015168147071634091
265	0.0073919008907931474
266	0.3530553682507947
267	0.05293041166238422
268	0.02635227776839063
269	0.0019313075822887551
270	0.0033384461834217154
271	0.06681018157515169
272	0.030070033262474146
273	0.7228758184144423
274	0.5518237898425407
275	0.3893217430956851
276	0.2172660186681028
277	0.4290886934884887
278	0.40537623888319013
279	0.43149799419570417
280	0.6859246778062936
281	0.08668319607273677
282	0.024580472486715278
283	0.013601278206417797
284	0.02081749216292871
285	0.36974321898720114
286	0.3388419482026534
287	0.580470053626013
288	0.015048927461153095
289	0.015048927461153095
290	0.006973721714567301
291	0.009038718162948265
292	0.022627644529116572
293	0.4416972163151054
294	0.31931794333809044
295	0.3305516296495945
296	0.40532880874030847
297	0.7613324591055273
298	0.44406563730660215
299	0.0011528334848120293
300	0.009536503494193655
301	0.40684198217318307
302	0.45277219796675744
303	0.04983502198604816
304	0.40719017144165576
305	0.017310459009487692
306	0.06952186812583107
307	0.4070028476523305
308	0.001145200655620059
309	0.5886870579766335
310	0.435521284732155
311	0.3704868592073915
312	0.3947894822708677
313	0.025815997493328597
314	0.3027433480165644
315	0.07939561525618356
316	0.015168147071634091
317	0.12889381070938938
318	0.008008193183302622
319	0.01069550751107651
320	0.40537623888319013
321	0.549854514551939
322	0.012913542532015952
323	0.3386031119483045
324	0.00533879547917903
325	0.5312151400872334
326	0.3681675415138043
327	0.0009208321664209606
328	0.025604524358717462
329	0.00046147398158832034
330	0.0052264247311001755
331	0.020905157716842256
332	0.4655590295909082
333	0.03887665216734045
334	0.01838015154378938
335	0.6768599373535715
336	0.30849969064408594
337	0.022258148014978947
338	0.27049661290020216
339	0.5592443027669148
340	0.5832125274782588
341	0.0018911271103518679
342	0.013936771425085244
343	0.12202971630158489
344	0.00473296740618913
345	0.335678780942117
346	0.028034295251890353
347	0.008008193183302622
348	0.007121693429922319
349	0.4073961832935169
350	0.4480242573093512
351	0.18011627654698673
352	0.6376116653191342
353	0.008118881495104887
354	0.40537623888319013
355	0.007516495195589571
356	0.4074886198804538
357	0.002072227931911888
358	0.3498965420548717
359	0.3521501977554377
360	0.3742064363444526
361	0.005117722996273809
362	0.3713192041593944
363	0.35481726701152694
364	0.05082736773710205
365	0.09369234329487577
366	0.11547220992690121
367	0.05775611345083261
368	0.4985975105110521
369	0.032001070455758375
370	0.1120610449000559
371	0.4211693849108854
372	0.40683382519040334
373	0.015452442373997113
374	0.42731542361595287
375	0.28923167412003087
376	0.013083953387876542
377	0.05415895361252189
378	0.44326699603559144
379	0.00486316907187256
380	0.021880485627624187
381	0.5493588820892659
382	0.1436922672102204
383	0.011539116494262614
384	0.5449815346992954
385	0.015168147071634091
386	0.08445551627643953
387	0.002072227931911888
388	0.20420437516820858
389	0.005151686135465429
390	0.25623479014294753
391	0.02458628457065714
392	0.017331357171657385
393	0.4678463135840794
394	0.013135218314253117
395	0.007677386753470951
396	0.003368893075547561
397	0.015389114208598214
398	0.40617815712664057
399	0.3598470410071176
400	0.0013703851162482432
401	0.024972544862723527
402	0.002072227931911888
403	0.0012030475719401624
404	0.40537623888319013
405	0.027842256871634538
406	0.40006395852266635
407	0.12085177734148832
408	0.26038245517433894
409	0.05287644070816832
410	0.12085177734148832
411	0.16648426326042404
412	0.40537623888319013
413	0.35535513029058025
414	0.35535513029058025
415	0.012882870245598737
416	0.004630633695835008
417	0.046086771340230516
418	0.0013814852934221783
419	0.3725486024945031
420	0.4396196585055521
421	0.49348866499206734
422	0.05327283872470142
423	0.5357017012162443
424	0.35130796689302873
425	0.00044988769834494654
426	0.010260467541266045
427	0.022635358225940778
428	0.5981277088717873
429	0.4768597703174439
430	0.033082816389625076
431	0.10285925067162485
432	0.005522153098361224
433	0.5344702878944113
434	0.018331792218081563
435	0.7119901975442082
436	0.0028023396994778086
437	0.01068414411064234
438	0.0003113135303758914
439	0.5224647575221769
440	0.38001912497936924
441	0.0036051956934216155
442	0.013041356199151647
443	0.40699798212040134
444	0.021880485627624187
445	0.4762455467765622
446	0.4587588420035646
447	0.010402260424764134
448	0.35107823270709876
449	0.4315273224556581
450	0.014592626485775532
451	0.12804069261954767
452	0.00046340116209469867
453	0.14971092727401583
454	0.03476093301508395
455	0.03476093301508395
456	0.1276237772475487
457	0.009127867089425746
458	0.008485484705583806
459	0.00792684838503542
460	0.471380849636161
461	0.43981243019502964
462	0.025563534284965956
463	0.4126805625709412
464	0.05353097668533557
465	0.4345260913749651
466	0.1255541041580103
467	0.0011413236082818432
468	0.6464074918696948
469	0.017344640736437402
470	0.0016828522112621279
471	0.011467607902442362
472	0.11073801652358317
473	0.0011337111689369503
474	0.004429355103658395
475	0.40537623888319013
476	0.43052984299372776
477	0.44212876325600875
478	0.39745501013886253
479	0.010139496431421742
480	0.013041356199151647
481	0.03782152377313481
482	0.03978347211004981
483	0.004255542953740067
484	0.1933248981196293
485	0.4772313957375775
486	0.0024934370442378936
487	0.07126940398553952
488	0.08559720903385713
489	0.09275851234301843
490	0.40537623888319013
491	0.16135217465569238
492	0.22751368870256372
493	0.004887930121398619
494	0.20153143225623826
495	0.0652108061626008
496	0.07209727828889688
497	0.003385079804114273
498	0.4357192303850217
499	0.0020093872383060768
500	0.5561622417405437
501	0.056693396945281964
502	0.0028529839084490295
503	0.0003069605999412456
504	0.0011116796478739526
505	0.007331895302859436
506	0.09512333148714405
507	0.0021163732573505093
508	0.5292465226344687
509	0.29876806719929294
510	0.0300019555237868
511	0.09512333148714405
512	0.023973458123880152
513	0.0009640506502173185
514	0.3306176266573285
515	0.013041356199151647
516	0.498718764970053
517	0.001324106831111048
518	0.0013395914981032544
519	0.043251387266795976
520	0.42454018241314606
521	0.3698925751641193
522	0.02166373702121675
523	0.47235648379626677
524	0.09950266369764271
525	0.017742954536218505
526	0.012882870245598737
527	0.7112965938389026
528	0.0012855718848901155
529	0.19612570970889787
530	0.058994184942459414
531	0.013688926789453711
532	0.009876996851294782
533	0.44106957318706036
534	0.09483942769243982
535	0.40537623888319013
536	0.4318168755774708
537	0.6063545076272479
538	0.4064967805305075
539	0.19819955987690516
540	0.14158037311687718
541	0.1985870837978766
542	0.0020093872383060768
543	0.5538894600231055
544	0.06000305063886888
545	0.013041356199151647
546	0.0031987841512391363
547	0.44131166271995526
548	0.015015752393186546
549	0.00611515711570687
550	0.00979340012669775
551	0.008455800199135905
552	0.01621073260796716
553	0.011358491215952969
554	0.02335877117458175
555	0.505908432163492
556	0.06120322282972282
557	0.005407710384140576
558	0.013844744134788397
559	0.35859644951070263
560	0.40537623888319013
561	0.35535513029058025
562	0.3321933970485481
563	0.40622845269408214
564	0.007944079744537985
565	0.32744697733424344
566	0.4060729476083085
567	0.00611515711570687
568	0.12140632497781668
569	0.003759017717724984
570	0.00977778831335937
571	0.04754168341134785
572	0.050816573965611934
573	0.04754168341134785
574	0.18851453515407496
575	0.0037342657224904456
576	0.07380625700148699
577	0.002072227931911888
578	0.007202185815010978
579	0.42674125934839197
580	0.4059805851154716
581	0.4176546902963225
582	0.09483942769243982
583	0.35535513029058025
584	0.35535513029058025
585	0.001036113973798844
586	0.002280523734396379
587	0.01906286469577929
588	0.0011116796478739526
589	0.05831497795954408
590	0.03260736522919292
591	0.03260736522919292
592	0.003098263618644982
593	0.006897317414294395
594	0.45456125844281997
595	0.27912894800847604
596	0.0020093872383060768
597	0.0020093872383060768
598	0.4679234564919885
599	0.341727783991771
600	0.09369234329487577
601	0.0020093872383060768
602	0.011097886739134477
603	0.0036795787899930954
604	0.0005097377442748666
605	0.3062882460162344
606	0.30428227940530805
607	0.003115322309811832
608	0.02315868547457439
609	0.028799455113932837
610	0.4172343856751724
611	0.36031785111395354
612	0.3536813028118393
613	0.061066936316363965
614	0.000509022810027732
615	0.002074345910629365
616	0.40537623888319013
617	0.3475990464298298
618	0.17595541983446694
619	0.4039077856905155
620	0.004404461544236665
621	0.0020093872383060768
622	0.4120743876882219
623	0.00611515711570687
624	0.3115063403117277
625	0.012708576520164012
626	0.0618945218891999
627	0.41233098680775776
628	0.10098319927815433
629	0.0020093872383060768
630	0.03207461432184034
631	0.16562286929066258
632	0.40983079334220385
633	0.004914299861619823
634	0.40537623888319013
635	0.3630995752455569
636	0.004255542953740067
637	0.28474843348389084
638	0.009356390981883754
639	0.004586492716224802
640	0.022573391091701745
641	0.45981017575148525
642	0.44484497411846413
643	0.4528718108833307
644	0.012882870245598737
645	0.28461750201016345
646	0.4816870822078284
647	0.4467713301937886
648	0.005515147844461255
649	0.0020093872383060768
650	0.0020093872383060768
651	0.43290967325512847
652	0.05812718826364556
653	0.0008028847137156783
654	0.02135510191153672
655	0.0034118194023693466
656	0.46572590864118246
657	0.40537623888319013
658	0.018938521266005395
659	0.11010214671544043
660	0.01042544396062495
661	0.0533007854644245
662	0.01906286469577929
663	0.5703227378405169
664	0.0010361139737965362
665	0.39643523556947924
666	0.3324966440403555
667	0.4056919653850218
668	0.0013600007840219891
669	0.42681483822330823
670	0.43033934016332487
671	0.012628423498715036
672	0.0008703827116825153
673	0.43429969938209695
674	0.019954683795777514
675	0.010600258212966595
676	0.0660063953980797
677	0.0048879302235530445
678	0.0533007854644245
679	0.44052426940706335
680	0.414643338807779
681	0.0016216599122198109
682	0.0533007854644245
683	0.0020093872383060768
684	0.16208761934341326
685	0.1891489070713713
686	0.007331895302859436
687	0.4209183011285822
688	0.420550110816168
689	0.35441199766486503
690	0.0675955017661943
691	0.0675955017661943
692	0.018392077667068067
693	0.5342784296357828
694	0.016890563727828923
695	0.3983828071807799
696	0.1979265933241453
697	0.0027345619825466976
698	0.0020093872383060768
699	0.16536396697709083
700	0.24723474910258728
701	0.42840179339046697
702	0.12327921375195257
703	0.0034399064751861534
704	0.3412049572262501
705	0.001527222995671834
706	0.31663241193995817
707	0.2894801804924872
708	0.10029784667014073
709	0.5328038692640061
710	0.0007459810295883869
711	0.0007689913676973828
712	0.44686112781467946
713	0.006807696504090771
714	0.26807287583305317
715	0.40848363515564834
716	0.1891489070713713
717	0.010600258212966595
718	0.5244729786186684
719	0.02220554202495017
720	0.00994812557960787
721	0.0034399064751861534
722	0.4490429492278206
723	0.40537623888319013
724	0.009940213059663626
725	0.0020093872383060768
726	0.40673824554574917
727	0.63703994808148
728	0.0015498278988663925
729	0.04035821748204323
730	0.002072227931911888
731	0.002750875644170432
732	0.0020093872383060768
733	0.000678647730785799
734	0.002072227931911888
735	0.45986360095255086
736	0.41074456738961546
737	0.0009323190385661447
738	0.010788022925887568
