node	eigenvec
380	6.286601645438956e-13
381	5.670253340441874e-13
382	2.507599667790633e-12
383	5.670253340441874e-13
507	0.00040926673967445773
508	0.009425868371707759
509	0.00040926673967445773
593	1.2459641929744158e-11
604	1.2459641929744158e-11
605	7.440848149309643e-12
606	7.440848149309643e-12
607	6.615342115088508e-12
599	8.30513925163631e-12
750	0.0008630282599611638
751	0.0008630282599611638
752	0.0008630282599611638
753	0.0008644899123189858
754	0.0008630282599611638
755	0.0008630282599611638
756	0.0008727206039860806
757	0.0008727206039860806
758	0.0008630282599611637
759	0.0008630282599611637
760	0.0008630282599611637
65	0.0008644926027366676
761	0.0008630282599611637
762	0.0008630282599611637
967	2.7114267153735064e-10
968	3.9916208464768075e-10
969	1.5801844041424702e-09
1011	7.888437492182186e-05
1012	6.094767524862311e-05
1013	0.00013856773861776103
1014	0.001248051296572133
1015	6.094767524862311e-05
1219	3.6269827240050096e-05
1404	8.594640444863161e-08
1405	5.236241826990003e-09
1406	6.952025291013161e-09
1407	6.952025291013161e-09
1408	6.952025291013161e-09
1409	7.278401261499608e-09
1410	6.952025291013161e-09
1411	5.680125625861903e-09
1460	2.2435868385765953e-13
1461	5.506919403672653e-13
1462	2.2435868385765953e-13
1463	2.2435868385765953e-13
1464	2.4624946032137765e-13
1629	7.765032749366738e-13
1630	7.840495069755804e-13
1631	7.920461762931143e-12
1632	7.765032749366739e-13
1636	7.712698667600496e-09
1637	5.84337688068299e-09
1638	2.9649234537243162e-08
1650	2.539964026862241e-06
1651	2.4289117451820662e-06
1245	5.333511900374531e-05
1653	2.52591588908637e-06
1670	2.545168034540864e-10
1671	1.397595191754021e-11
1672	1.397595191754021e-11
1673	1.397595191754021e-11
1876	3.620453491942514e-05
2030	1.2282266427295077e-07
2031	1.2282266427295077e-07
2032	1.9084035312738e-06
2251	1.3532979840380443e-12
2252	7.493090118034334e-12
2253	1.8181832698730713e-12
2279	3.736879766296812e-11
2280	2.966437875853301e-11
2281	3.022833070810776e-11
671	3.252573056197791e-11
901	2.1558352770357956e-10
2342	3.889353318043728e-10
2343	6.663750651899856e-11
2344	6.663750651899856e-11
2345	6.932025685276318e-11
2346	6.663750651899856e-11
2369	1.7475856653039768e-13
2370	1.7475856653039768e-13
2371	1.8934054345683366e-13
2372	1.7475856653039768e-13
2373	5.546701294337455e-13
2504	8.64300715352343e-13
2242	1.9108550209290198e-13
2489	2.0655831642932595e-13
2673	2.557652032167899e-09
2716	2.505609230876649e-11
2717	2.505609230876649e-11
2718	1.5983083066436844e-10
2719	2.7421432176050908e-11
2729	7.475202125626734e-09
2730	1.6558332688345092e-07
3067	1.033989386650436e-12
3068	1.033989386650436e-12
3069	1.0395355548578228e-11
3198	6.072043927648969e-05
3199	6.072043927648969e-05
1394	8.479183873007798e-05
889	6.647989850596498e-05
3386	1.4949375619277858e-13
3387	1.549795660032381e-13
3388	1.462227821095448e-13
3631	2.916973041303098e-11
578	2.916973041303098e-11
564	2.916973041303098e-11
3686	2.3703859543584983e-14
3752	5.4154335522721935e-05
2755	5.4154335522721935e-05
3842	1.577174129565414e-09
3843	1.577174129565414e-09
3844	5.473714951403774e-10
3845	5.473714951403774e-10
3846	5.473714951403774e-10
3847	1.1621415354863725e-09
3807	5.916031371719471e-13
